bathrooms,bedrooms,num_beds,can_instant_book,is_fully_refundable,is_superhost,is_new_listing,room_type_category,person_capacity,lat,lng,price,url,listing_key,price_in_usd
1.5,2.0,3,True,True,False,False,entire_home,6,21.11753,-86.87755,51,https://www.airbnb.com/rooms/22674057,22674057,38.34586466165413
1.0,1.0,3,True,True,False,False,private_room,6,21.07829,-86.85146,49,https://www.airbnb.com/rooms/27782952,27782952,36.84210526315789
1.0,1.0,1,True,True,True,False,private_room,2,21.19316,-86.80673,47,https://www.airbnb.com/rooms/22445761,22445761,35.338345864661655
1.0,1.0,1,True,True,False,False,private_room,2,21.18791,-86.80681,47,https://www.airbnb.com/rooms/9074220,9074220,35.338345864661655
2.0,2.0,3,True,True,False,True,entire_home,6,21.13896,-86.87191,51,https://www.airbnb.com/rooms/34938288,34938288,38.34586466165413
2.5,3.0,6,False,True,False,False,entire_home,7,21.17727,-86.81279,46,https://www.airbnb.com/rooms/10041407,10041407,34.58646616541353
1.0,1.0,1,True,True,True,False,private_room,2,21.15427,-86.82271999999998,43,https://www.airbnb.com/rooms/15420194,15420194,32.33082706766917
1.0,1.0,1,True,True,True,False,entire_home,2,21.158442,-86.832771,45,https://www.airbnb.com/rooms/31668631,31668631,33.83458646616541
2.0,2.0,3,True,True,False,False,entire_home,6,21.13862,-86.86055999999998,51,https://www.airbnb.com/rooms/32036325,32036325,38.34586466165413
1.0,1.0,1,True,True,False,False,entire_home,2,21.15979,-86.845497,46,https://www.airbnb.com/rooms/30090854,30090854,34.58646616541353
1.0,1.0,3,True,True,False,False,entire_home,6,21.16596,-86.82281,47,https://www.airbnb.com/rooms/19995478,19995478,35.338345864661655
1.0,2.0,2,False,True,False,False,entire_home,5,21.15781,-86.82549,45,https://www.airbnb.com/rooms/17992719,17992719,33.83458646616541
2.0,2.0,3,True,True,False,False,entire_home,6,21.14004,-86.85948,49,https://www.airbnb.com/rooms/31858718,31858718,36.84210526315789
2.5,3.0,5,True,True,True,False,entire_home,6,21.144606,-86.846191,47,https://www.airbnb.com/rooms/29077268,29077268,35.338345864661655
2.5,3.0,3,True,True,True,False,entire_home,6,21.12483,-86.87839,42,https://www.airbnb.com/rooms/24596845,24596845,31.57894736842105
1.0,2.0,3,True,True,True,False,entire_home,4,21.1407,-86.84808000000002,47,https://www.airbnb.com/rooms/24759107,24759107,35.338345864661655
1.0,1.0,2,True,True,False,False,entire_home,4,21.158533,-86.823334,50,https://www.airbnb.com/rooms/14153808,14153808,37.59398496240601
1.0,1.0,2,True,True,True,True,entire_home,3,21.1855,-86.80863000000002,46,https://www.airbnb.com/rooms/35800677,35800677,34.58646616541353
1.0,1.0,1,False,True,True,False,private_room,2,21.14406,-86.827232,51,https://www.airbnb.com/rooms/10571046,10571046,38.34586466165413
1.0,1.0,1,True,True,False,False,entire_home,2,21.15846,-86.82883000000002,45,https://www.airbnb.com/rooms/24804259,24804259,33.83458646616541
0.5,1.0,2,True,True,True,False,private_room,3,21.15045,-86.79496,47,https://www.airbnb.com/rooms/26254587,26254587,35.338345864661655
1.0,1.0,1,True,True,True,False,private_room,2,21.151743,-86.82383,45,https://www.airbnb.com/rooms/27937432,27937432,33.83458646616541
2.0,2.0,3,True,True,True,True,entire_home,6,21.13956,-86.8601,46,https://www.airbnb.com/rooms/35716044,35716044,34.58646616541353
2.0,2.0,2,True,True,True,False,entire_home,5,21.10849,-86.885,47,https://www.airbnb.com/rooms/28388982,28388982,35.338345864661655
1.0,2.0,2,True,True,True,False,entire_home,4,21.162701,-86.833084,47,https://www.airbnb.com/rooms/17490722,17490722,35.338345864661655
1.0,1.0,1,True,True,True,False,private_room,3,21.14494,-86.85023000000002,47,https://www.airbnb.com/rooms/22166277,22166277,35.338345864661655
1.0,1.0,2,True,True,False,False,entire_home,3,21.19308,-86.80545,46,https://www.airbnb.com/rooms/25945306,25945306,34.58646616541353
2.0,2.0,3,True,True,False,False,entire_home,6,21.14013,-86.86103,51,https://www.airbnb.com/rooms/31177192,31177192,38.34586466165413
1.0,1.0,1,True,True,True,False,private_room,2,21.151743,-86.82383,42,https://www.airbnb.com/rooms/27937443,27937443,31.57894736842105
3.0,3.0,4,True,True,True,False,entire_home,7,21.111267,-86.882736,51,https://www.airbnb.com/rooms/23679956,23679956,38.34586466165413
1.0,1.0,1,True,True,False,False,private_room,2,21.15847,-86.83994,41,https://www.airbnb.com/rooms/32214002,32214002,30.82706766917293
2.0,2.0,3,True,True,False,False,entire_home,6,21.13926,-86.85908,51,https://www.airbnb.com/rooms/29030048,29030048,38.34586466165413
1.0,1.0,1,True,True,False,False,entire_home,2,21.2574,-86.74756000000002,45,https://www.airbnb.com/rooms/19737126,19737126,33.83458646616541
1.0,1.0,1,True,True,False,False,entire_home,3,21.129698,-86.843468,46,https://www.airbnb.com/rooms/29675666,29675666,34.58646616541353
1.0,2.0,2,False,True,True,False,entire_home,4,21.15952,-86.83118,50,https://www.airbnb.com/rooms/20330103,20330103,37.59398496240601
2.5,3.0,3,True,True,False,False,entire_home,8,21.154770000000006,-86.85139000000002,47,https://www.airbnb.com/rooms/29315835,29315835,35.338345864661655
1.0,2.0,4,False,True,True,False,entire_home,6,21.17988,-86.81509,41,https://www.airbnb.com/rooms/22047370,22047370,30.82706766917293
1.0,1.0,2,True,True,True,False,private_room,3,21.13878,-86.75095999999998,46,https://www.airbnb.com/rooms/16194047,16194047,34.58646616541353
1.0,2.0,4,True,True,False,False,entire_home,6,21.15283,-86.84907,41,https://www.airbnb.com/rooms/32915103,32915103,30.82706766917293
1.0,1.0,1,True,True,False,True,private_room,2,21.16075,-86.82306,41,https://www.airbnb.com/rooms/35678442,35678442,30.82706766917293
1.0,2.0,3,True,True,False,False,entire_home,6,21.164228,-86.82133499999998,45,https://www.airbnb.com/rooms/28051355,28051355,33.83458646616541
1.0,2.0,2,True,True,True,False,entire_home,4,21.226421,-86.726112,49,https://www.airbnb.com/rooms/33214405,33214405,36.84210526315789
1.0,1.0,1,False,True,False,False,private_room,2,21.08038,-86.86405,41,https://www.airbnb.com/rooms/15203188,15203188,30.82706766917293
1.0,1.0,1,True,True,False,False,entire_home,2,21.15208,-86.82154,51,https://www.airbnb.com/rooms/30319111,30319111,38.34586466165413
1.0,1.0,1,True,True,False,False,private_room,3,21.14822,-86.8409,41,https://www.airbnb.com/rooms/26896777,26896777,30.82706766917293
1.0,1.0,1,True,True,False,False,entire_home,2,21.15319,-86.82652,47,https://www.airbnb.com/rooms/29675913,29675913,35.338345864661655
2.0,2.0,3,True,True,False,False,entire_home,6,21.139643,-86.860153,51,https://www.airbnb.com/rooms/29569306,29569306,38.34586466165413
1.0,1.0,1,True,True,False,False,private_room,2,21.15875,-86.82378,41,https://www.airbnb.com/rooms/28512755,28512755,30.82706766917293
1.0,2.0,2,False,True,False,False,entire_home,4,21.160452,-86.830772,41,https://www.airbnb.com/rooms/13978328,13978328,30.82706766917293
1.0,1.0,1,True,True,False,False,private_room,2,21.257208,-86.74765,49,https://www.airbnb.com/rooms/14786807,14786807,36.84210526315789
1.0,0.0,1,True,True,False,False,entire_home,4,21.1496,-86.8405,46,https://www.airbnb.com/rooms/31991473,31991473,34.58646616541353
2.5,3.0,4,True,True,False,False,entire_home,6,21.1069,-86.86180999999998,42,https://www.airbnb.com/rooms/33880231,33880231,31.57894736842105
1.0,1.0,1,True,True,True,True,private_room,2,21.15371,-86.82336,50,https://www.airbnb.com/rooms/35493447,35493447,37.59398496240601
1.0,3.0,3,True,True,False,False,entire_home,6,21.178486,-86.829849,42,https://www.airbnb.com/rooms/21868413,21868413,31.57894736842105
1.0,1.0,1,True,True,False,False,entire_home,2,21.13825,-86.84198,41,https://www.airbnb.com/rooms/27014016,27014016,30.82706766917293
1.0,1.0,2,True,True,False,False,entire_home,3,21.14412,-86.82596,45,https://www.airbnb.com/rooms/33592895,33592895,33.83458646616541
2.5,3.0,4,True,True,False,False,entire_home,7,21.106,-86.85967,49,https://www.airbnb.com/rooms/34471078,34471078,36.84210526315789
1.0,0.0,1,False,True,True,False,entire_home,2,21.15768,-86.83400999999998,41,https://www.airbnb.com/rooms/31316972,31316972,30.82706766917293
2.0,2.0,4,True,True,False,False,entire_home,6,21.13934,-86.85959,51,https://www.airbnb.com/rooms/30941717,30941717,38.34586466165413
2.0,2.0,4,True,True,False,False,entire_home,7,21.10566,-86.85651999999997,41,https://www.airbnb.com/rooms/23853711,23853711,30.82706766917293
1.0,2.0,3,True,True,False,False,entire_home,8,21.16215,-86.82947,41,https://www.airbnb.com/rooms/17211751,17211751,30.82706766917293
1.0,1.0,1,True,True,False,False,private_room,2,21.07045,-86.85009000000002,49,https://www.airbnb.com/rooms/18432539,18432539,36.84210526315789
1.0,0.0,1,True,True,False,False,private_room,2,21.23218,-86.73403,45,https://www.airbnb.com/rooms/33942020,33942020,33.83458646616541
1.0,1.0,1,True,True,False,False,private_room,3,21.14696,-86.84109000000002,41,https://www.airbnb.com/rooms/26918148,26918148,30.82706766917293
2.0,2.0,3,True,True,False,False,entire_home,4,21.14073,-86.86111,51,https://www.airbnb.com/rooms/20992060,20992060,38.34586466165413
2.5,3.0,8,True,True,False,False,entire_home,13,21.12363,-86.87904,47,https://www.airbnb.com/rooms/15451759,15451759,35.338345864661655
2.0,2.0,2,False,True,False,False,entire_home,4,21.17708,-86.8124,46,https://www.airbnb.com/rooms/22980500,22980500,34.58646616541353
2.5,1.0,2,True,True,False,False,private_room,3,21.13847,-86.83263000000002,45,https://www.airbnb.com/rooms/34001432,34001432,33.83458646616541
2.0,3.0,4,False,True,False,False,entire_home,6,21.145332,-86.846352,47,https://www.airbnb.com/rooms/19659734,19659734,35.338345864661655
1.0,1.0,1,True,True,False,False,private_room,2,21.15969,-86.8223,50,https://www.airbnb.com/rooms/34120931,34120931,37.59398496240601
1.0,0.0,1,True,True,False,False,private_room,2,21.23145,-86.73479,43,https://www.airbnb.com/rooms/33961073,33961073,32.33082706766917
1.0,1.0,1,True,True,False,True,entire_home,2,21.162370000000006,-86.84131000000002,46,https://www.airbnb.com/rooms/17940776,17940776,34.58646616541353
2.0,2.0,3,True,True,False,False,entire_home,6,21.13913,-86.86046,51,https://www.airbnb.com/rooms/31413734,31413734,38.34586466165413
1.0,2.0,3,True,True,True,False,entire_home,4,21.157011,-86.833199,47,https://www.airbnb.com/rooms/31282922,31282922,35.338345864661655
2.0,2.0,2,True,True,False,False,private_room,4,21.19306,-86.80657,51,https://www.airbnb.com/rooms/22878948,22878948,38.34586466165413
1.0,2.0,4,True,True,False,False,entire_home,6,21.11537,-86.8828,47,https://www.airbnb.com/rooms/17267733,17267733,35.338345864661655
2.5,3.0,5,True,True,True,False,entire_home,8,21.10881,-86.88408000000003,46,https://www.airbnb.com/rooms/25293017,25293017,34.58646616541353
1.0,2.0,5,True,True,True,False,entire_home,5,21.08111,-86.84746,47,https://www.airbnb.com/rooms/11158960,11158960,35.338345864661655
1.0,2.0,3,True,True,False,False,entire_home,5,21.109070000000006,-86.885,51,https://www.airbnb.com/rooms/20184678,20184678,38.34586466165413
1.0,1.0,1,True,True,False,True,private_room,2,21.09238,-86.8423,41,https://www.airbnb.com/rooms/35463845,35463845,30.82706766917293
1.0,1.0,1,True,True,False,False,entire_home,2,21.0776,-86.85069,41,https://www.airbnb.com/rooms/16093605,16093605,30.82706766917293
1.0,1.0,2,True,True,False,False,entire_home,3,21.19279,-86.80753,50,https://www.airbnb.com/rooms/30497100,30497100,37.59398496240601
1.0,2.0,5,True,True,False,False,entire_home,6,20.863657,-86.902222,46,https://www.airbnb.com/rooms/23071793,23071793,34.58646616541353
1.0,1.0,2,True,True,False,False,entire_home,4,21.14941,-86.84042,47,https://www.airbnb.com/rooms/31138894,31138894,35.338345864661655
1.0,1.0,1,True,True,False,False,private_room,2,21.15968,-86.82683,41,https://www.airbnb.com/rooms/33786578,33786578,30.82706766917293
1.0,2.0,2,True,True,False,False,entire_home,5,21.15934,-86.82549,45,https://www.airbnb.com/rooms/17745494,17745494,33.83458646616541
1.0,1.0,1,False,True,False,False,entire_home,2,21.13832,-86.84116999999998,51,https://www.airbnb.com/rooms/23669815,23669815,38.34586466165413
1.0,2.0,3,True,True,False,False,private_room,4,21.19112,-86.80763,51,https://www.airbnb.com/rooms/26642078,26642078,38.34586466165413
2.0,2.0,4,True,True,False,False,entire_home,6,21.139643,-86.860153,51,https://www.airbnb.com/rooms/31016325,31016325,38.34586466165413
1.0,0.0,1,True,True,True,False,entire_home,2,21.23467,-86.73293000000002,46,https://www.airbnb.com/rooms/21644850,21644850,34.58646616541353
2.5,1.0,1,True,True,False,False,private_room,2,21.159939,-86.82719399999998,45,https://www.airbnb.com/rooms/32283734,32283734,33.83458646616541
1.0,2.0,3,True,True,True,False,entire_home,6,21.161444,-86.841766,46,https://www.airbnb.com/rooms/30739939,30739939,34.58646616541353
1.0,1.0,1,True,True,False,False,private_room,2,21.257229,-86.74754300000002,49,https://www.airbnb.com/rooms/13700011,13700011,36.84210526315789
1.0,1.0,2,True,True,False,False,entire_home,4,21.14669,-86.84700000000002,45,https://www.airbnb.com/rooms/35160585,35160585,33.83458646616541
2.0,2.0,3,True,True,False,False,entire_home,6,21.13904,-86.8608,51,https://www.airbnb.com/rooms/31330631,31330631,38.34586466165413
1.5,1.0,1,True,True,False,False,private_room,2,21.11907,-86.84156999999998,41,https://www.airbnb.com/rooms/8368311,8368311,30.82706766917293
1.0,1.0,1,True,True,True,False,private_room,2,21.10127,-86.84376999999998,45,https://www.airbnb.com/rooms/9736184,9736184,33.83458646616541
2.0,1.0,1,True,True,False,False,private_room,2,21.14472,-86.82517,41,https://www.airbnb.com/rooms/21906793,21906793,30.82706766917293
1.0,1.0,1,True,True,False,False,private_room,1,20.865170000000006,-86.90781,41,https://www.airbnb.com/rooms/29759964,29759964,30.82706766917293
1.0,3.0,5,True,True,True,False,entire_home,8,21.139339,-86.839256,46,https://www.airbnb.com/rooms/22432837,22432837,34.58646616541353
1.0,2.0,2,True,True,False,False,entire_home,4,21.17929,-86.81567,41,https://www.airbnb.com/rooms/27370805,27370805,30.82706766917293
1.0,1.0,1,True,True,False,False,private_room,4,21.1476,-86.8342,51,https://www.airbnb.com/rooms/27063260,27063260,38.34586466165413
1.5,2.0,4,True,True,False,False,entire_home,5,21.11549,-86.87728,45,https://www.airbnb.com/rooms/31236773,31236773,33.83458646616541
1.0,2.0,2,True,True,True,False,entire_home,4,21.16374,-86.83362,47,https://www.airbnb.com/rooms/31054817,31054817,35.338345864661655
2.0,2.0,4,True,True,True,False,entire_home,4,21.139643,-86.860153,51,https://www.airbnb.com/rooms/29013033,29013033,38.34586466165413
2.0,2.0,3,True,True,False,False,entire_home,6,21.14075,-86.86059,51,https://www.airbnb.com/rooms/30929650,30929650,38.34586466165413
1.0,1.0,2,True,True,False,False,private_room,3,21.184,-86.80769000000002,42,https://www.airbnb.com/rooms/28736046,28736046,31.57894736842105
1.0,1.0,2,True,True,False,False,private_room,4,21.22316,-86.80126,46,https://www.airbnb.com/rooms/14933915,14933915,34.58646616541353
1.0,1.0,2,True,True,False,True,entire_home,2,21.14238,-86.82625,45,https://www.airbnb.com/rooms/34388224,34388224,33.83458646616541
1.0,2.0,3,True,True,True,False,entire_home,4,21.13954,-86.84723000000002,51,https://www.airbnb.com/rooms/8705940,8705940,38.34586466165413
1.0,2.0,3,False,True,False,False,entire_home,4,21.19367,-86.80764,45,https://www.airbnb.com/rooms/18526611,18526611,33.83458646616541
1.0,2.0,2,True,True,False,False,entire_home,5,21.16017,-86.8275,47,https://www.airbnb.com/rooms/17761097,17761097,35.338345864661655
1.5,2.0,2,True,True,True,False,entire_home,6,21.12551,-86.8348,49,https://www.airbnb.com/rooms/12495519,12495519,36.84210526315789
1.0,1.0,2,False,True,False,False,entire_home,3,21.1571,-86.83482,46,https://www.airbnb.com/rooms/6920948,6920948,34.58646616541353
2.0,3.0,4,True,True,False,False,entire_home,8,21.146044,-86.84568,45,https://www.airbnb.com/rooms/29509324,29509324,33.83458646616541
1.5,1.0,2,True,True,True,False,private_room,4,21.166185,-86.823036,50,https://www.airbnb.com/rooms/25548425,25548425,37.59398496240601
1.0,1.0,1,False,True,False,False,private_room,2,21.07609,-86.86050999999998,42,https://www.airbnb.com/rooms/15581374,15581374,31.57894736842105
1.0,1.0,1,False,True,True,False,private_room,2,21.15138,-86.79517,46,https://www.airbnb.com/rooms/18346100,18346100,34.58646616541353
2.5,2.0,4,True,True,False,False,entire_home,6,21.14614,-86.8454,47,https://www.airbnb.com/rooms/18348075,18348075,35.338345864661655
1.0,1.0,2,False,True,True,False,private_room,4,21.16577,-86.82284,43,https://www.airbnb.com/rooms/31129917,31129917,32.33082706766917
2.5,2.0,2,True,True,False,False,entire_home,4,21.16308,-86.83542,45,https://www.airbnb.com/rooms/33721764,33721764,33.83458646616541
2.0,1.0,2,True,True,False,True,private_room,2,21.14,-86.83251,45,https://www.airbnb.com/rooms/34001608,34001608,33.83458646616541
2.0,2.0,3,True,True,False,False,entire_home,6,21.14068,-86.85983,51,https://www.airbnb.com/rooms/27020158,27020158,38.34586466165413
1.0,2.0,2,True,True,True,False,entire_home,4,21.14328,-86.84695,47,https://www.airbnb.com/rooms/19161599,19161599,35.338345864661655
1.0,2.0,3,True,True,False,False,entire_home,5,21.15097,-86.84737,47,https://www.airbnb.com/rooms/21568765,21568765,35.338345864661655
2.0,2.0,3,True,True,True,False,entire_home,7,21.15844,-86.83596,42,https://www.airbnb.com/rooms/28897674,28897674,31.57894736842105
1.0,0.0,3,True,True,True,False,entire_home,6,21.124046,-86.833618,43,https://www.airbnb.com/rooms/5261838,5261838,32.33082706766917
1.0,1.0,1,True,True,False,False,entire_home,2,21.15278,-86.82699000000002,47,https://www.airbnb.com/rooms/29655707,29655707,35.338345864661655
2.0,2.0,4,False,True,True,False,entire_home,6,21.1399,-86.86003000000002,51,https://www.airbnb.com/rooms/17405832,17405832,38.34586466165413
1.0,2.0,3,True,True,True,False,entire_home,5,21.13739,-86.85418,45,https://www.airbnb.com/rooms/23811960,23811960,33.83458646616541
1.0,1.0,1,True,True,False,True,private_room,2,21.095682,-86.76956899999998,42,https://www.airbnb.com/rooms/35490162,35490162,31.57894736842105
1.0,1.0,2,True,True,False,False,entire_home,4,21.16489,-86.82118,47,https://www.airbnb.com/rooms/32308155,32308155,35.338345864661655
1.5,2.0,2,True,True,False,False,entire_home,4,21.11554,-86.87442,42,https://www.airbnb.com/rooms/23881620,23881620,31.57894736842105
2.0,3.0,3,True,True,False,False,entire_home,6,21.12871,-86.87671999999998,47,https://www.airbnb.com/rooms/8390808,8390808,35.338345864661655
1.0,2.0,3,False,True,True,False,entire_home,6,21.16139,-86.83073,51,https://www.airbnb.com/rooms/5761374,5761374,38.34586466165413
1.0,2.0,4,True,True,True,False,entire_home,6,21.10885,-86.8848,46,https://www.airbnb.com/rooms/25708682,25708682,34.58646616541353
2.0,2.0,2,False,True,False,False,entire_home,4,21.19377,-86.80606999999998,49,https://www.airbnb.com/rooms/20885503,20885503,36.84210526315789
1.0,1.0,1,True,True,False,False,entire_home,4,21.160275,-86.828354,50,https://www.airbnb.com/rooms/13765621,13765621,37.59398496240601
1.0,2.0,3,True,True,True,False,entire_home,6,21.15657,-86.82704,43,https://www.airbnb.com/rooms/16274260,16274260,32.33082706766917
1.0,1.0,2,False,True,True,False,private_room,4,21.16715,-86.82229,43,https://www.airbnb.com/rooms/31129668,31129668,32.33082706766917
2.0,2.0,3,True,True,True,False,entire_home,6,21.13838,-86.85991,51,https://www.airbnb.com/rooms/24492023,24492023,38.34586466165413
1.0,2.0,2,True,True,True,False,private_room,4,21.15457,-86.823883,51,https://www.airbnb.com/rooms/16394256,16394256,38.34586466165413
1.0,1.0,2,True,True,True,False,private_room,4,21.14954,-86.84329,45,https://www.airbnb.com/rooms/31104018,31104018,33.83458646616541
1.0,1.0,0,True,True,False,False,entire_home,3,21.13182,-86.75962,46,https://www.airbnb.com/rooms/33288268,33288268,34.58646616541353
1.0,1.0,1,True,True,True,False,private_room,3,21.18611,-86.80667,47,https://www.airbnb.com/rooms/15297639,15297639,35.338345864661655
2.0,2.0,2,True,True,False,False,entire_home,5,21.161213,-86.827003,45,https://www.airbnb.com/rooms/26670921,26670921,33.83458646616541
1.0,1.0,1,True,True,True,False,entire_home,2,21.1595,-86.8332,49,https://www.airbnb.com/rooms/33943813,33943813,36.84210526315789
1.0,1.0,1,True,True,True,False,private_room,2,21.10053,-86.8436,46,https://www.airbnb.com/rooms/7454215,7454215,34.58646616541353
1.0,1.0,1,True,True,True,False,private_room,2,21.078247,-86.84863299999998,42,https://www.airbnb.com/rooms/23137407,23137407,31.57894736842105
1.0,2.0,3,True,True,False,False,entire_home,5,21.14936,-86.84626999999998,45,https://www.airbnb.com/rooms/12714872,12714872,33.83458646616541
2.0,2.0,3,True,True,False,False,entire_home,6,21.139952,-86.86269399999998,51,https://www.airbnb.com/rooms/20758010,20758010,38.34586466165413
1.0,1.0,1,True,True,False,False,entire_home,3,21.19476,-86.80714,49,https://www.airbnb.com/rooms/15436821,15436821,36.84210526315789
1.0,1.0,1,False,True,False,False,entire_home,2,21.15436,-86.821648,43,https://www.airbnb.com/rooms/5696173,5696173,32.33082706766917
1.5,2.0,3,True,True,True,False,entire_home,4,21.160265,-86.836761,45,https://www.airbnb.com/rooms/9318770,9318770,33.83458646616541
1.0,1.0,2,True,True,True,False,entire_home,4,21.18455,-86.80632,50,https://www.airbnb.com/rooms/27134523,27134523,37.59398496240601
1.0,1.0,1,True,True,False,False,private_room,2,21.078442000000006,-86.84614599999998,50,https://www.airbnb.com/rooms/5968464,5968464,37.59398496240601
1.0,1.0,1,False,True,True,False,entire_home,2,21.16003,-86.83046,42,https://www.airbnb.com/rooms/9464330,9464330,31.57894736842105
1.0,1.0,1,True,True,True,False,entire_home,2,21.152395,-86.826447,46,https://www.airbnb.com/rooms/18043020,18043020,34.58646616541353
1.0,1.0,1,True,True,True,False,entire_home,3,21.152395,-86.826447,42,https://www.airbnb.com/rooms/20171942,20171942,31.57894736842105
1.0,1.0,1,True,True,True,True,entire_home,4,21.11148,-86.85282,55,https://www.airbnb.com/rooms/35303909,35303909,41.35338345864661
1.0,1.0,1,True,True,False,False,entire_home,4,21.197182,-86.805138,55,https://www.airbnb.com/rooms/15038970,15038970,41.35338345864661
1.0,1.0,2,True,True,False,False,entire_home,5,21.19299,-86.80838,54,https://www.airbnb.com/rooms/18503537,18503537,40.6015037593985
1.0,1.0,1,True,True,True,False,private_room,2,21.16548,-86.82194,53,https://www.airbnb.com/rooms/11270722,11270722,39.849624060150376
1.0,0.0,1,True,True,False,False,entire_home,4,21.20157,-86.80521,55,https://www.airbnb.com/rooms/12301541,12301541,41.35338345864661
1.0,1.0,1,True,True,True,False,entire_home,4,21.16102,-86.82264,59,https://www.airbnb.com/rooms/20710464,20710464,44.3609022556391
1.0,1.0,2,True,True,True,False,entire_home,3,21.18576,-86.8085,61,https://www.airbnb.com/rooms/15022597,15022597,45.86466165413533
1.0,1.0,1,True,True,False,False,entire_home,2,21.152836,-86.822449,54,https://www.airbnb.com/rooms/17264779,17264779,40.6015037593985
1.0,1.0,1,True,True,False,False,private_room,2,21.143946,-86.82223499999998,58,https://www.airbnb.com/rooms/20134995,20134995,43.609022556390975
1.0,1.0,1,True,True,False,False,private_room,2,21.18072,-86.80974,58,https://www.airbnb.com/rooms/28934479,28934479,43.609022556390975
1.0,2.0,2,True,True,True,False,entire_home,3,21.14505,-86.84573,55,https://www.airbnb.com/rooms/133047,133047,41.35338345864661
1.0,0.0,2,False,True,False,False,entire_home,4,21.13046,-86.7616,55,https://www.airbnb.com/rooms/13828137,13828137,41.35338345864661
1.0,2.0,4,True,True,True,False,entire_home,4,21.145718,-86.826424,59,https://www.airbnb.com/rooms/17218357,17218357,44.3609022556391
2.5,2.0,2,False,True,True,False,entire_home,4,21.11918,-86.87956,59,https://www.airbnb.com/rooms/22299369,22299369,44.3609022556391
1.0,1.0,2,True,True,False,False,private_room,4,21.19214,-86.80552,59,https://www.airbnb.com/rooms/14933463,14933463,44.3609022556391
1.0,1.0,3,True,True,False,False,private_room,4,21.18044,-86.80849,59,https://www.airbnb.com/rooms/28957202,28957202,44.3609022556391
1.0,1.0,2,True,True,True,False,entire_home,4,21.18477,-86.80781999999998,58,https://www.airbnb.com/rooms/22293900,22293900,43.609022556390975
1.0,1.0,1,True,True,False,False,private_room,2,21.12608,-86.87831,58,https://www.airbnb.com/rooms/32897914,32897914,43.609022556390975
2.0,2.0,3,True,True,True,False,entire_home,6,21.139193,-86.860046,57,https://www.airbnb.com/rooms/16271465,16271465,42.857142857142854
1.0,1.0,2,True,True,True,False,entire_home,2,21.07033,-86.86146,58,https://www.airbnb.com/rooms/15770813,15770813,43.609022556390975
1.0,1.0,1,True,True,True,False,entire_home,2,21.1848,-86.80821,54,https://www.airbnb.com/rooms/16099004,16099004,40.6015037593985
2.0,2.0,3,True,True,False,False,entire_home,4,21.20061,-86.80533,59,https://www.airbnb.com/rooms/22879401,22879401,44.3609022556391
1.0,0.0,1,True,True,False,False,entire_home,2,21.129082,-86.762856,55,https://www.airbnb.com/rooms/22231387,22231387,41.35338345864661
1.0,1.0,2,True,True,False,False,private_room,2,21.14284,-86.78933,54,https://www.airbnb.com/rooms/28046599,28046599,40.6015037593985
1.0,0.0,2,True,True,True,False,entire_home,3,21.14241,-86.77513,59,https://www.airbnb.com/rooms/24560184,24560184,44.3609022556391
2.0,3.0,5,True,True,True,False,entire_home,10,21.148191,-86.821846,55,https://www.airbnb.com/rooms/32341792,32341792,41.35338345864661
2.0,2.0,2,False,True,True,False,entire_home,5,21.14953,-86.85098,57,https://www.airbnb.com/rooms/18807391,18807391,42.857142857142854
1.0,1.0,1,True,True,False,False,private_room,2,21.152596,-86.827286,55,https://www.airbnb.com/rooms/23026280,23026280,41.35338345864661
1.0,1.0,1,True,True,True,False,entire_home,2,21.07198,-86.86375,54,https://www.airbnb.com/rooms/28333704,28333704,40.6015037593985
1.5,3.0,5,True,True,True,False,entire_home,6,21.153395,-86.821747,55,https://www.airbnb.com/rooms/26840255,26840255,41.35338345864661
1.0,1.0,2,True,True,True,False,entire_home,3,21.177425,-86.814499,53,https://www.airbnb.com/rooms/16109502,16109502,39.849624060150376
1.0,1.0,2,False,True,True,False,entire_home,4,21.204565,-86.805305,61,https://www.airbnb.com/rooms/3625433,3625433,45.86466165413533
2.0,2.0,2,True,True,True,False,entire_home,4,21.15051,-86.83151,59,https://www.airbnb.com/rooms/142860,142860,44.3609022556391
1.0,1.0,2,True,True,False,False,entire_home,4,21.04869,-86.78177,59,https://www.airbnb.com/rooms/137557,137557,44.3609022556391
2.0,1.0,1,True,True,False,False,entire_home,2,21.18725,-86.80646999999998,53,https://www.airbnb.com/rooms/12849349,12849349,39.849624060150376
1.0,1.0,1,False,True,True,False,private_room,2,21.1484,-86.82106999999998,57,https://www.airbnb.com/rooms/1129456,1129456,42.857142857142854
1.0,1.0,2,True,True,False,False,private_room,3,21.10208,-86.76311,57,https://www.airbnb.com/rooms/25232225,25232225,42.857142857142854
1.0,1.0,1,True,True,False,False,entire_home,3,21.158821,-86.835396,53,https://www.airbnb.com/rooms/21434605,21434605,39.849624060150376
1.0,1.0,2,False,True,False,False,private_room,4,21.04553,-86.78258000000002,58,https://www.airbnb.com/rooms/2378266,2378266,43.609022556390975
2.0,2.0,3,True,True,True,False,entire_home,6,21.15018,-86.85521,59,https://www.airbnb.com/rooms/19606601,19606601,44.3609022556391
1.0,2.0,2,False,True,False,False,entire_home,4,21.15915,-86.82585999999998,57,https://www.airbnb.com/rooms/5538450,5538450,42.857142857142854
